"R0000100","R0357900","R0536300","R0536401","R0536402","R1200300","R1205300","R1235800","R1482600","R2189100","R2200500","R2558800","R2563600","R3508200","R3511100","R3520100","R3880300","R3885200","R4909200","R4918000","R5459400","R5464400","R6536400","R6545000","R7222400","R7228100","S0924000","S0932900","S1535500","S1542000","S2005400","S2011800","S2990300","S2995900","S3805700","S4682600","S4685500","S4691000","S5405600","S6318100","S6321000","S6326800","S7506100","S8334600","S8339100","T0009400","T0741400","T0745900","T2012100","T2784900","T2789700","T3602100","T4496600","T4501300","T5202300","T6145500","T6150200","T6652100","T7640000","T7644700","T8123700","T9044600","Z9050500","Z9050600","Z9050700"
7047,1,1,6,1982,1,3,0,1,-4,2,1,8,-4,0,-4,1,8,0,-4,1,10,1,3,1,10,0,1,1,10,1,10,0,-4,-5,-5,-5,-5,1,-4,-4,-4,1,0,-4,1,0,2,1,0,-4,1,0,-4,1,0,-4,1,-1,1,1,-4,1,5,5
7048,1,2,6,1980,1,2,0,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,10,1,10,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,5,6
7049,0,1,6,1981,1,2,0,1,-4,1,1,2,-4,0,-4,1,2,0,1,1,10,0,2,1,2,0,-4,1,2,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,-4,1,1,-4,-4,-5,-5,4,2,2
7050,1,2,3,1980,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,2,5,5
7051,1,1,4,1980,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2
7052,0,1,1,1982,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,4,4
7053,0,2,12,1981,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,7,8,8
7054,0,2,6,1980,1,4,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,4
7055,0,1,10,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,3,3
7056,0,1,8,1983,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,2,2
7057,0,2,1,1980,1,9,0,1,-4,-4,1,10,-4,-4,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,1,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,6,7
7058,0,2,1,1981,1,2,0,2,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,3,10,3,10,0,-4,3,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,3,0,-4,3,0,-4,-5,-5,-5,-5,-5,-5,3,-4,3,14,14
7059,0,2,8,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,3,-4,4,7,7
7060,0,2,5,1983,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,1,3,4
7061,0,1,9,1980,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,7,10
7062,0,1,4,1981,1,1,0,1,-4,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
7063,0,2,12,1983,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0
7064,1,2,4,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,1,-4,1,1,0,-4,1,4,0,-4,1,4,1,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,11,12
7065,-1,1,9,1982,1,2,0,1,1,-4,1,2,-4,1,-4,1,4,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
7066,0,2,12,1980,1,4,0,1,-4,-4,1,4,-4,0,-4,1,5,0,-4,1,5,0,-4,1,5,0,2,1,5,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-1,-4,1,0,-4,1,0,-4,1,-4,5,8,9
7067,1,1,5,1981,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,1,1,10,0,1,1,10,0,2,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,-3,-3
7068,1,1,5,1981,1,1,0,1,-4,-4,1,10,-4,0,-4,1,1,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,1,1,1,-4,-2,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,3,4
7069,0,2,7,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,1,2
7070,0,2,6,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,-3,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,3,3
7071,0,1,11,1981,1,4,0,1,-4,-4,1,4,-4,0,4,1,4,-1,-4,1,4,0,1,1,4,-1,-4,1,4,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,1,1,0,-4,1,0,-4,1,1,0,2,2
7072,0,2,1,1982,1,8,0,2,-4,-4,1,8,-4,0,-4,1,8,0,-4,1,8,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,6,6
7073,0,2,3,1982,1,4,0,2,-4,-4,1,8,-4,0,-4,1,8,0,-4,1,10,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,2,2
7074,0,1,12,1984,1,8,0,2,-4,-4,-4,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,-4,-5,-5,2,5,6
7075,0,2,1,1983,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,-2,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,-1,-4,1,0,-4,1,-1,-4,1,-1,-4,1,-2,-4,1,0,-4,1,-4,1,1,1
7076,1,1,2,1980,1,9,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,10,0,-4,1,-4,-1,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,3,3
7077,0,1,10,1980,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,1,1,0,-4,1,0,-4,1,0,-4,1,-4,4,4,5
7078,0,1,12,1983,1,6,0,2,-4,-4,1,6,-4,0,-4,1,6,0,-4,1,6,0,1,1,4,0,-4,1,4,1,4,0,1,1,-4,0,-4,1,-4,0,1,1,-1,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,1,1,0,-4,1,-4,1,4,4
7079,0,2,4,1980,1,4,0,2,-4,-4,1,4,-5,-5,-5,-5,-5,0,-4,1,5,0,-4,1,5,0,-4,1,4,1,5,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,4,4
7080,0,1,2,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,-4,7,5,5
7081,1,2,2,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,-1,-4,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,4,4
7082,0,2,10,1980,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,8,8
7083,0,2,11,1982,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,10,10
7084,0,2,7,1981,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,2,4,4
7085,0,1,9,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,-4,-4,-4,2,3,6
7086,1,2,1,1980,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,1,3,3
7087,0,1,7,1981,1,4,0,2,-4,-4,1,4,-4,-1,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,4,4
7088,0,2,6,1982,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,0,-4,-5,-5,-5,-5,-5,1,-3,-3
7089,0,2,4,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,7,7
7090,0,2,7,1982,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,9,9
7091,0,2,1,1984,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,1,1
7092,0,1,3,1984,1,4,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,4,4
7093,0,1,11,1984,1,2,0,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,-4,0,3,3
7094,0,2,1,1980,1,3,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,3,3
7095,0,1,1,1984,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
7096,0,2,8,1983,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,9,9
7097,0,1,7,1983,1,1,0,1,-4,-4,1,1,-4,0,1,1,4,0,-4,1,4,0,-4,1,4,0,-4,3,10,3,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,3,2,3
7098,0,2,11,1981,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,1,1,0,-4,1,0,-4,1,0,1,1,0,-4,1,0,-4,1,-4,6,8,9
7099,0,2,3,1982,1,1,0,1,-4,1,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,15,16
7100,1,1,11,1984,1,4,0,1,-5,-5,-5,-5,-4,-4,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1
7101,1,1,2,1982,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,-4,2,6,6
7102,0,1,6,1983,1,2,0,2,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,-4,2,0,-4,-4,2,-4,2,0,-4,-4,-4,0,-4,-4,-4,0,-4,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,9,9
7103,1,1,4,1982,1,4,0,2,-4,-4,1,4,-4,1,-4,3,4,0,-4,3,10,0,3,3,10,0,1,3,4,3,10,0,-4,3,-4,0,-4,-5,-5,-5,-5,3,1,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,6,8,8
7104,1,1,4,1980,1,2,0,1,-4,1,1,4,-4,0,1,1,4,0,1,1,4,0,1,1,10,0,4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,1,1,-4,-4,1,-4,-4,-5,-5,-5,-5,-5,-5,1,-4,-4,1,-4,-4,3,-4,0,2,2
7105,0,2,10,1984,1,2,0,1,-4,-4,1,4,-4,0,-4,1,-3,0,-4,1,4,0,-4,1,9,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,7,7,7
7106,1,2,6,1980,1,4,0,1,-4,-4,1,4,-4,0,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,1,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,-4,1,2,4
7107,1,2,4,1982,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,-4,0,7,7
7108,0,1,5,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,8,9
7109,0,1,7,1980,1,4,0,1,-4,-4,1,10,-4,0,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,3,3
7110,0,2,7,1982,1,8,0,1,-4,-4,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-1,-4,1,8,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,3,3
7111,0,2,7,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,4,4
7112,0,2,7,1984,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,2,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,4,5
7113,0,1,5,1984,1,4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,0,1,3,0,-4,3,-4,1,5,5
7114,0,1,12,1982,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,10,0,-4,1,10,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,5,5
7115,0,1,1,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,1,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,3,3
7116,0,1,9,1984,1,2,0,1,-4,-4,1,8,-4,0,-4,1,8,0,-4,1,8,-5,-5,-5,-5,1,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
7117,0,2,2,1984,1,2,0,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,4,0,-4,1,4,1,2,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,4,4
7118,0,2,12,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,1,-4,1,1,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,5,5
7119,0,1,4,1982,1,4,0,1,-4,-4,3,2,-4,0,-4,3,2,0,-4,3,10,-5,-5,-5,-5,0,1,3,10,3,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,3,0,1,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,1,-5,-5,6,5,5
7120,0,2,1,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,10,0,-4,1,10,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,2,2
7121,0,2,7,1980,1,4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
7122,0,2,11,1983,1,4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,3,2,2
7123,0,2,10,1984,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,2,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,2,2
7124,1,2,6,1981,1,8,0,1,-4,-4,1,8,-4,0,-4,1,8,0,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,7,8,8
7125,0,2,12,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,10,1,4,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,8,8
7126,0,1,3,1983,1,4,0,1,-4,-4,1,4,-5,-5,-5,-5,-5,0,-4,1,4,0,-4,1,4,0,1,1,4,1,4,0,2,-5,-5,-5,-5,1,-4,-4,2,1,0,-4,1,0,2,1,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,4
7127,1,1,10,1982,1,2,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
7128,0,1,10,1984,1,2,0,1,-4,-4,1,8,-4,0,-4,1,8,0,-4,1,8,0,-4,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
7129,1,1,10,1984,3,1,0,2,-4,-4,3,1,-4,1,-4,3,1,1,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,1,1,-5,-5,-5,-5,3,0,-4,3,1,-4,3,0,-4,3,0,-4,3,0,-4,3,0,4,3,-4,3,3,3
7130,1,1,1,1980,3,1,0,2,-5,-5,-5,-5,-4,-4,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,4,4
7131,1,1,7,1980,3,4,0,2,-4,-4,3,10,-4,0,-4,3,10,0,-4,3,10,0,-4,3,10,0,-4,3,10,3,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,-4,5,5,5
7132,0,2,11,1981,3,1,0,2,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,2,10,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,7,7
7133,1,2,4,1982,3,4,0,2,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,-5,-5,-5,-5,3,4,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,1,1
